CR_WARRANTOR_IDENTIFIER|CR_WARRANTY_NUMBER|CR_NJ_BUILDERS_REG_NUMBER|CR_WARRANTY_START_DTE|CR_COMUN_CODE|CR_BUILDING_STREET_NAME|CR_BUILDING_STREET_NUMBER|CR_BUILDING_CITY|CR_SALE_PRICE|CR_BUILDING_TYPE|CR_CONSTRUCTION_TYPE|CR_STORIES|CR_OWNER_TYPE|CR_BLOCK_NUMBER|CR_LOT_NUMBER|COMPANY_NAME
HBW|NJ121911|29331|20150319|1204|Palomino Drive|19|Old Bridge|619900|101|C|0||22|24302|WOODHAVEN VILLAGE INC
HBW|NJ121960|32013|20150115|1524|Laurel Drive|2223|Point Pleasant|520000|101|C|0||66.01|376|TFM BUILDERS LLC
HBW|NJ121625|32382|20150109|1021|SAMSON DR|112|FLEMINGTON|315000|105|C|0||3|72|RARITAN VALLEY DEVELOPERS INC
HBW|NJ121832|32382|20150129|1021|Samson Drive|113|Flemington|325000|105|C|0||3|72|RARITAN VALLEY DEVELOPERS INC
HBW|NJ121798|33023|20150217|1213|Morning GLory Drive|365|Monroe Township|409900|101|C|0||9.30|1|MONROE MANOR INC
HBW|NJ121797|33023|20150211|1213|Morning Glory Drive|367|Monroe Township|459900|101|C|0||9,29|1|MONROE MANOR INC
HBW|NJ121796|33023|20150220|1213|Morning Glory Drive|369|Monroe Township|444900|101|C|0||9.28|1|MONROE MANOR INC
HBW|NJ121795|33023|20150212|1213|Morning Glory Drive|375|Monroe Township|429900|101|C|0||9.25|1|MONROE MANOR INC
HBW|NJ121767|33023|20150113|1213|MORNING GLORY DR|1183|MONROE TOWNSHIP|72000|105|C|0||10.02|1|MONROE MANOR INC
HBW|NJ121754|33023|20150108|1213|Morning Glory Drive|1139|Monroe Township|235000|105|C|0||10.02|1|MONROE MANOR INC
HBW|NJ121750|33023|20150116|1213|Morning Glory Drive|353|Monro Township|414900|101|C|0||9.36|1|MONROE MANOR INC
HBW|NJ121531|33023|20150116|1213|MORNING GLORY DR|357|MONROE TOWNSHIP|414900|101|C|0||9.34|1|MONROE MANOR INC
HBW|NJ121800|33023|20150128|1213|Morning Glory Drive|373|Monroe Township|429900|101|C|0||9.26|1|MONROE MANOR INC
HBW|NJ121799|33023|20150217|1213|Morning GLory Drive|363|Monroe Township|444900|101|C|0||9.31|1|MONROE MANOR INC
HBW|NJ121529|33023|20150109|1213|MORNING GLORY DR|359|MONROE TOWNSHIP|459900|101|C|0||9.33|1|MONROE MANOR INC
HBW|NJ121528|33023|20141230|1213|MORNING GLORY DRIVE|400|MONROE TOWNSHIP|429900|101|C|0||86|1.12|MONROE MANOR INC
HBW|NJ121794|33607|20150116|1515|Newark Avenue|138|Lavallette|346892|101|M|0||21.01|63|ZARRILLI HOMES LLC
HBW|NJ121419|33607|20150116|1507|Pilot Road|50|Toms River|282000|101|M|0||49|235.26|ZARRILLI HOMES LLC
HBW|NJ121345|34747|20150213|1213|GREEN ASH ST|10|MONROE TOWNSHIP|654900|101|C|0||38|14.10|STRATFORD DEVELOPERS LLC
HBW|NJ121342|34747|20150115|1213|GREEN ASH ST|71|MONROE TOWNSHIP|559900|101|C|0||35|14.07|STRATFORD DEVELOPERS LLC
HBW|NJ121340|34747|20141229|1213|JAKE PLACE|12|MONROE TOWNSHIP|624900|101|C|0||23|14.02|STRATFORD DEVELOPERS LLC
HBW|NJ121903|34776|20150102|821|HILLSIDE AVE|12|WESTVILLE|173642|101|M|0||101|7|A W DEVELOPMENT LLC DBA SUPREME MODULAR*
HBW|NJ121825|34776|20150206|1530|Virginia Drive|32|Manahawkin|226437|101|M|0||147.09|283|A W DEVELOPMENT LLC DBA SUPREME MODULAR*
HBW|NJ121320|37920|20141201|1514|HAWK WAY|15|LAKEWOOD|374900|101|C|0||15|830.01|SOMERSET PRV LLC
HBW|NJ121802|38304|20150110|238|RIDGE ST|270|NEW MILFORD|900000|101|C|0||411|4|ALEX & SONS REAL ESTATE INVESTMENTS LLC
HBW|NJ121739|38341|20150130|1112|Emerald Road|49|Robbinsville|810000|101|C|0||11.24|4.01|CUBBERLY MEADOWS LLC
HBW|NJ121499|40307|20141030|1514|LINDEN AVE|61|LAKEWOOD|439000|103|C|0||190.02|189.01|MIZ CONSTRUCTION NJ INC
NHW|203265|44498|20150331|1515|BOND AVENUE|108|LAVALLETTE|546250|101||2|N|31.01|13|GARDEN STATE MODULAR HOMES LLC
NHW|203232|44498|20150320|1515|DICKMAN DRIVE|108|LAVALLETTE|332000|101||1|N|971|1|GARDEN STATE MODULAR HOMES LLC
NHW|203051|44498|20150227|1527|10TH AVENUE|110|SEASIDE PARK|548250|101|M|2|N|14|9|GARDEN STATE MODULAR HOMES LLC
NHW|203050|44498|20150216|1515|VANCE AVENUE|122|LAVALLETTE|371653|101|M|2|N|9|29|GARDEN STATE MODULAR HOMES LLC
NHW|202980|44508|20150225|2020|TAMAQUES WAY|56|WESTFIELD|1269000|101|C|2|N|2811|16|GIALLUISI CUSTOM HOMES LLC
NHW|203441|44508|20150520|2020|VIRGINIA STREET|229|WESTFIELD|940000|101|C|2|N|5709|10|GIALLUISI CUSTOM HOMES LLC
NHW|203076|44508|20150301|2010|BROOKSIDE ROAD|1578|MOUNTAINSIDE|951000|101|C|2|N|8.A|88|GIALLUISI CUSTOM HOMES LLC
NHW|203442|44508|20150601|2020|TAMAQUES WAY|30|WESTFIELD|1269000|101|C|2|N|5201|28|GIALLUISI CUSTOM HOMES LLC
NHW|203184|44526|20150315|1530|WEAVER DRIVE|20|MANAHAWKIN|325000|101|C|2|N|147.38|262|JRN HOME BUILDERS LLC
NHW|203185|44526|20150331|1305|SECOND AVENUE|415|AVON-BY-THE-SEA|506250|101|C|2|N|31|7|JRN HOME BUILDERS LLC
NHW|203427|44537|20150601|1507|DEWEY DRIVE|1|TOMS RIVER|250000|102|C|3|N|1099.41|15-20|J CONTI CONSTRUCTION
NHW|203203|44561|20150415|507|EAST 12TH AVENUE|504|NORTH WILDWOOD|650000|104|C|3|C|414|4|ADAL LLC
NHW|203204|44561|20150415|1507|EAST 12TH AVENUE|502|NORTH WILDWOOD|625000|104|C|3|C|414|4|ADAL LLC
NHW|203205|44561|20150415|1507|EAST 12TH AVENUE|500|NORTH WILDWOOD|650000|104|C|3|C|414|4|ADAL LLC
NHW|203408|44631|20150422|1326|SHORT OAKS COURT|4|MANALAPAN|234765|101|C|1|N|28.01|49|LEGACY CONSTRUCTION MANAGEMENT INC
NHW|203343|44737|20150415|911|WEST 19 STREET UNIT-4|49|WEEHAWKEN|600000|102|C|3|C|1|3.03|WEEHAWKEN TOWNHOUSES INC
NHW|203344|44737|20150415|911|WEST 19 STREET UNIT-6|53|WEEHAWKEN|600000|102|C|3|C|1|3.03|WEEHAWKEN TOWNHOUSES INC
NHW|203288|44797|20150420|1404|LINCOLN CIRCLE|8|CHATHAM|2620000|101|C|2|N|83|49|S DEMARZO & SONS LLC
NHW|203009|44923|20150213|1225|HARDING AVENUE|74|ISELIN|529000|101|C|2|N|437.05|12|LIONS GATE HOMES LLC
NHW|203086|44938|20150220|1410|EAST FAIRCHILD PLACE|2|WHIPPANY|744500|101|C|2|N|5601|1701|THE LEIDER GROUP LLC
NHW|203131|45041|20150330|261|BIRCHWOOD PLACE|14|TENAFLY|2350000|101|C|2|N|2402|4|DISTAULO CONSTRUCTION III LLC
NHW|203132|45041|20150401|216|JEAN DRIVE|50|ENGLEWOOD CLIFFS|1926250|101|C|2|N|1009|8|DISTAULO CONSTRUCTION III LLC
NHW|203105|45057|20150301|223|WEST ANDERSON|438|HACKENSACK|485000|101|C|2|N|454|12|REPUBLIC ENTERPRISES LLC
NHW|203106|45057|20150301|223|CEDAR AVENUE|211|HACKENSACK|580000|101|C|2|N|608|20.01|REPUBLIC ENTERPRISES LLC
NHW|203198|45090|20150401|1527|K COURT|203|SEASIDE PARK|951875|101|C|3|N|52|31|KLAUS PROFESSIONAL CONTRACTING INC
NHW|203296|45110|20150401|1210|HICKORY STREET|36|METUCHEN|692000|101|C|2|N|59|57-A|MURPHY BUILDING & REMODELING INC
NHW|203178|45120|20150315|508|WEST AVENUE|4861|OCEAN CITY|713750|101|C|2|N|4803|1|COASTAL CONSTRUCTION ENTERPRISES LLC
NHW|203360|45154|20150501|1327|RIVERSIDE DRIVE|550|MANASQUAN|493750|101|C|2|N|186.02|12|RA VAN WINKLE CONSTRUCTION LLC
NHW|203155|45163|20150303|1708|SANFORD ROAD|138|PENNSUICCE NJ|195000|101||1|N|3505|10|AARON JOHNSON
NHW|203451|45199|20150506|718|GLEN AVENUE|20|ROSELAND|649900|101|C|2|N|8|6.1|GARDEN STATE PROPERTY MGMT XX LLC
NHW|203452|45199|20150517|718|GLEN AVENUE|18|ROSELAND|650000|101|C|2|N|8|6.2|GARDEN STATE PROPERTY MGMT XX LLC
NHW|203404|45212|20150515|502|IDAHO AVENUE|1044|CAPE MAY|875000|101|C|3|N|1104|15|OCF CONSTRUCTION LLC
NHW|203407|45220|20150508|508|HAVEN AVENUE|1509|OCEAN CITY|700000|101|C|2|N|1505|2.07|OCEAN CITY DEVELOPMENT GROUP LLC
NHW|203262|45220|20150401|508|ASBURY AVENUE|4216|OCEAN CITY|750000|103|C|2|C|4203|12|OCEAN CITY DEVELOPMENT GROUP LLC
NHW|203263|45220|20150401|508|ASBURY AVENUE|4214|OCEAN CITY|725000|103|C|2|C|4203|12|OCEAN CITY DEVELOPMENT GROUP LLC
NHW|203064|45246|20150320|222|GLEN ROCK SQUARE BLDG:D UNIT-2|1|GLEN ROCK|126791|105|C|2|C|43|00001 17|GEORGETOWN DEVELOPMENT LLC
NHW|203065|45246|20150218|222|GLEN ROCK ROCK BLDG:D UNIT-1|1|GLEN ROCK|37385|105|C|2|C|43|000116|GEORGETOWN DEVELOPMENT LLC
NHW|203133|45282|20150306|1411|GREENWOOD AVENUE|301|FLORHAM PARK|875000|101|C|2|N|2802|4|THE STANGLE GROUP LLC
NHW|203320|45287|20150430|2009|WORTH AVENUE|911|LINDEN|350000|101|C|2|N|496|5.02|GRUNWALD PROPERTIES LLC
NHW|203119|45287|20150227|2009|WORTH AVENUE|931|LINDEN|350000|101|C|2|N|496|5.01|GRUNWALD PROPERTIES LLC
NHW|203335|45347|20150501|1517|EAST 29TH STREET|20|LONG BEACH TWP|541250|101||2|N|6.11|12|L & M BUILDERS LLC
NHW|203233|45351|20150401|1502|BAYBERRY LANE|5|BAY HEAD|1202500|101|C|2|N|48|5|BERARDESCO GENERAL CONTRACTING LLC*
NHW|203271|45358|20150401|1307|OCEAN AVENUE BLDG:1 UNIT-3|807|BRADLEY BEACH|645000|104|C|3|C|26|2.03|807 OCEAN AVENUE LLC
NHW|203115|45405|20150303|1516|BEACH DRIVE|40|LITTLE EGG HARBOR|975000|101|C|3|N|326.204|20|DEAN R THEURET CUSTOM BUILDER LLC
NHW|203102|45520|20150228|1405|HILLTOP TERRACE|11|CHATHAM TOWNSHIP|2250000|101|C|2|N|69|2|GARFIELD AVENUE ASSOCIATES LLC
NHW|203342|45596|20150420|270|CHARNWOOD DRIVE|813|WYCKOFF|1711805|101|C|2|N|426|1|G.A.F. CONSTRUCTION LLC
NHW|203411|45613|20150508|103|BAYSHORE AVENUE|2425|BRIGANTINE|760000|101|C|3|N|2602|6|ALISON PAUL BUILDERS LLC
NHW|203389|45659|20150501|1435|NORTH STREET|33|ROCKAWAY|535000|101|C|2|N|10905|1.02|J LESCH CONSTRUCTION INC
NHW|203045|45684|20150228|1308|UNION LANE|417|BRIELLE|575000|101|M|2|N|81.01|5|COASTAL MODULAR GROUP CORP
NHW|203374|45714|20150531|1331|BRAINARD AVENUE|35|PORT MONMOUTH|275000|101|C|2|N|133|15.02|VINCENT CAMARDA
NHW|203270|45738|20150330|1331|BURLINGTON AVENUE|59|LEONARDO|505000|101|C|2|N|396|7|CAISLEAN DEVELOPMENT LLC
NHW|203310|45743|20150419|1507|FIELDER AVENUE|259|ORTLEY BEACH|329518|101|C|2|N|1095.03|31|LOCALS SURF LLC DBA JK CONSTRUCTION
NHW|203217|45753|20150325|269|JEFFERSON STREET|120|WOODRIDGE|578900|101|C|2|N|248|9.02|A GUERRIERO BUILDERS INC
NHW|203120|45756|20150310|1431|HIGHLAND AVENUE|4|POMPTON PLAINS|735000|101|C|2|N|1404|20.01|DEHART REALTY LLC
NHW|203186|45761|20150401|1307|MCCABE AVENUE|307|BRADLEY BEACH|553562|101|C|2|N|36|9|COASTAL HOME BUILDERS LLC
NHW|203062|45769|20150301|1524|CENTRAL AVENUE UNIT-3|209|POINT PLEASANT|161250|101|C|2|H|108|403|VISION QUEST MASTER BUILDERS
NHW|203043|45782|20150228|1516|EAST NAVASINK|136|LITTLE EGG HARBOR|259867|101|M|1|N|325.96|23|COASTAL PROPERTY SERVICES LLC
NHW|203438|45783|20150501|1344|CHICAGO BLVD|500|SEA GIRT|1012500|101|C|4|N|69|13|R.J.D. CUSTOM HOMES LLC
NHW|203180|45788|20150401|505|LAWNSIDE|609|TURN BANK|150000|101||1|N|527|36-39|MMCM LLC
NHW|203137|45802|20150310|1519|OCEAN AVENUE|1097|MANTOLOKING|1495320|101|C|2|N|23|39|CARPENTER FRAME TO FINISH LLC
NHW|203347|45827|20150430|2004|LOUISA STREET UNIT-1|1137-1139|ELIZABETH|240000|103|C|3|N|12|601|NORMANDY PLACE CONSTRUCTION LLC
NHW|203348|45827|20150430|2004|LOUSIA STREET UNIT-2|1137-1139|ELIZABETH|240000|103|C|3|N|12|601|NORMANDY PLACE CONSTRUCTION LLC
NHW|203460|45855|20150427|906|IRVING STREET UNIT-1|108|JERSEY CITY|430000|102|C|3|C|00703|00049|RICARDO M DACRUZ
NHW|203461|45855|20150427|906|IRVING STREET UNIT-2|108|JERSEY CITY|427500|102|C|3|C|00703|00049|RICARDO M DACRUZ
NHW|203220|45858|20150314|1352|LAUREL AVENUE|1204|WALL|710000|101|C|2|N|710|14|SCOTT BUILDERS OF NJ LLC
NHW|203057|45858|20150205|1515|OCEANFRONT|2302|LAVALLETTE|562500|101|C|2|N|24|2|SCOTT BUILDERS OF NJ LLC
NHW|203330|45971|20150415|1411|KEYES STREET|22|FLORHAM PARK|1400000|101|C|2|N|01909|00018|AGA CONSTRUCTION LLC
NHW|203029|45988|20150228|905|ESSEX STREET UNIT-3F|138|JERSEY CITY|835000|104|C|3|C|14204|13|VENCON DEVELOPERS LLC
NHW|203030|45988|20150220|905|ESSEX STREET UNIT-1|138|JERSEY CITY|920000|104|C|3|C|14204|13|VENCON DEVELOPERS LLC
NHW|203032|45988|20150220|909|ESSEX STREET UNIT-4|138|JERSEY CITY|610000|104|C|3|C|14204|13|VENCON DEVELOPERS LLC
NHW|203031|45988|20150201|905|ESSEX STREET UNIT-2|138|JERSEY CITY|999999|104|C|3|C|14204|13|VENCON DEVELOPERS LLC
NHW|203069|46020|20150401|2020|LEIGH DRIVE|627|WESTFIELD|750000|101|C|2|N|5207|8|PREMIER DESIGN CUSTOM HOMES LLC
NHW|203367|46037|20150420|1507|NORMAND COURT|225|TOMS RIVER|400000|101|C|2|N|888|14|JOHN PETERSEN BUILDERS LLC
NHW|203420|46037|20150501|1516|SHIP DRIVE|20|LITTLE EGG HARBOR|156250|101|C|1|N|325.14|11|JOHN PETERSEN BUILDERS LLC
NHW|203044|46048|20150218|1315|MCDERMOTT STREET|34|FREEHOLD|310000|101|C|2|N|78|6.03|LOMBARDI & COMPANY LLC
NHW|203079|46096|20150201|1350|PARK AVENUE|320|UNION BEACH|251202|101|M|2|N|148|7|RENAISSANCE BUILDERS
NHW|203189|46099|20150401|1506|WEST RIVERSIDE DRIVE|9|BRICK|293062|101|C|2|N|145|15|J REINIG CONSTRUCTION INC
NHW|203219|46131|20150401|246|AZALEA STREET|111|PARAMU|990000|101|C|2|N|6003|6|NICOLETTI DEVELOPERS LLC
NHW|203315|46176|20150424|1512|MOLOKAI DRIVE|1305|FORKED RIVER|337375|101|C|2|N|183|10|KARCHIK HOMES LLC
NHW|203059|46176|20150223|1515|NEWARK AVENUE|119|LAVALLETTE|276225|101|C|2|H|49.02|26|KARCHIK HOMES LLC
NHW|203058|46176|20150223|1507|BAYSHORE DRIVE|95|TOMS RIVER|342647|101|C|1|H|794.46|34|KARCHIK HOMES LLC
NHW|203066|46178|20150301|405|MYRTLE AVENUE|331|WEST BERLIN|348779|101|C|2|N|1415|6|PROPERTY LOSS SPECIALISTS LLC
NHW|203349|46183|20150505|1507|TRENTON AVENUE|229|ORTLEY BEACH|263267|101|C|2|N|252.19|22|SMART JACK INC
NHW|203308|46202|20150415|1506|CARTAGENA DRIVE|154|BRICK|222500|101|C|2|N|211.33|26|DIVISION 9 USA LLC
NHW|203434|46208|20150413|102|NORTH ELBERON AVENUE|418|ATLANTIC CITY|186812|101|M|1|C|788|7|F H CARPENTRY LLC
NHW|202987|46231|20150130|1225|DEMOREST|163|AVENEL|435000|101|C|2|N|25|835|ELITE PLUS PROPERTIES LLC
NHW|203136|46258|20150311|505|EAST ATLANTIC AVENUE|234|VILLAS|247500|101|C|1|N|98|16,17,18,|GT RENOVATION LLP
NHW|203225|46263|20150415|1507|SOUTH LAGOON ROAD|247|NORMANDY|961418|101|C|2|N|1087.01|1|DAN SPINOWITZ CONSTRUCTION LLC
NHW|203089|46290|20150201|246|DUNKERHOOK ROAD|273|PARAMUS|50000|101|M|2|H|2804|3.02|S A M HOME IMPROVEMENT LLC
NHW|203006|46299|20150227|1507|KANSAS AVENUE|782|TOMS RIVER|405000|101|C|2|N|756|36.02|ARYA PROPERTIES LLC
NHW|203123|46299|20150331|1506|KANSAS AVENUE|773|TOMS RIVER|385000|101|C|2|N|756|36.09|ARYA PROPERTIES LLC
NHW|203124|46299|20150331|1506|ROYAL DRIVE|177|BRICK|399900|101|C|2|N|285|38|ARYA PROPERTIES LLC
NHW|203154|46299|20150424|1507|KANSAS AVENUE|788|TOMS RIVER|390000|101|C|2|N|756|36.03|ARYA PROPERTIES LLC
NHW|203007|46299|20150125|1507|BIRCH STREET|3117|TOMS RIVER|382000|101|C|2|N|1108.28|20|ARYA PROPERTIES LLC
NHW|203126|46366|20150320|1408|SOUTH WYNDE DRIVE|69|DENVILLE|479000|101|C|2|N|40816|01762|PANORAMIC CONSTRUCTION LLC
NHW|203283|46387|20150501|1515|VANCE AVENUE|101|LAVALLETTE|118750|101|C|2|N|34.01|4.02|PT CONSTRUCTION LLC
NHW|203284|46387|20150401|1507|CARMEL DRIVE|124|TOMS RIVER|125000|101|C|1|N|944.07|10|PT CONSTRUCTION LLC
NHW|203253|46400|20150320|103|8TH STREET SOUTH|140|BRIGANTINE|572675|101|C|2|N|1302|24|N CONTI INC
NHW|203366|46424|20150424|1507|A COOLIDGE AVENUE|415|ORTLEY BEACH|268750|101|C|2|N|1097.55|4|TWIN WALL INC DBA MODERN HOMES
NHW|203414|46438|20150527|1307|OCEAN AVENUE BLDG:1 UNIT 1|1205|BRADLEY BEACH|1050000|102|C|3|C|12|3.01|R T G 1 LLC
NHW|203415|46438|20150501|1307|OCEAN AVENUE BLDG:1 UNIT-2|1207|BRADLEY BEACH|1050000|102|C|3|C|12|3.02|R T G 1 LLC
NHW|203255|46446|20150331|1410|WARD PLACE|3|EAST HANOVER|765000|101|C|2|N|74|4|R & V BUILDERS LLC
NHW|203003|46475|20150202|1607|HAMMOND AVENUE UNIT-1|67|PASSAIC|140625|103|C|2|N|2196|57|DELGADO BROTHERS GENERAL CONTRACTORS LLC
NHW|203004|46475|20150202|1607|HAMMOND AVENUE UNIT-2|67|PASSAIC|140625|103|C|2|N|2196|57|DELGADO BROTHERS GENERAL CONTRACTORS LLC
NHW|203096|46490|20150313|1109|GREENVIEW AVENUE|9|PRINCETON|940000|102|C|3|H|25.01|4.C03|ELEVEN GREENVIEW LLC
NHW|203098|46523|20150301|1507|SPINDRIFT ROAD|5|TOMS RIVER|343211|101|C|2|N|1097.03|12|OAK HILL CONSTRUCTION & DEVELOPMENT LLC
NHW|203150|46537|20150227|1530|BUDD DRIVE|25|MANAHAWKIN|293425|101|C|2|N|147.55|17|MAGNOLIA CONSTRUCTION LLC
NHW|203151|46553|20150327|111|SOUTH POMONA ROAD|121|GALLOWAY|279900|101|C|2|N|650|16.04|COOKE CONSTRUCTION LLC
NHW|203077|46559|20150201|1530|SOUTH WILLIAM COOK BOULEVARD|263|MANAHAWKIN|266250|101|C|2|N|147.97|2|SANDBOX HOMES LLC
NHW|203309|46573|20150414|1330|CAMBRIDGE DRIVE|75|ABERDEEN|495000|101|C|2|N|68|16.06|CAMBRIDGE PARK LLC
NHW|203182|46593|20150315|1321|SEAWOOD AVENUE|4|KEANSBURG|316538|101|C|2|N|108|13|NAVESINK PRESTIGE LLC
NHW|203285|46603|20150327|1507|GULL LANE|225|LAVALLETTE|259412|101|C|1|N|1104-04|6|ROBERT W HETTINGER LLC
NHW|203403|46607|20150415|508|VICTORIA LANE|4|OCEAN CITY|350000|101|C|2|N|3608|16|STEPHEN GIVENS HOME IMPROVEMENT LLC
NHW|203093|46636|20150220|304|WILLOW STREET|420|BORDENTOWN|264568|102|C|2|N|601|10.01|ILLUMINATE HOMES
NHW|203417|46648|20150505|1507|WEST BARNEGAT WAY|113|TOMS RIVER|537000|101|C|2|H|1101.07|13|SAND CASTLE PARTNERS LLC
NHW|203161|46653|20150318|1806|DRYSDALE LANE|4|BRIDGEWATER|780000|101|C|2|N|500|65|C&H CUSTOM HOME BUILDERS LLC
NHW|203306|46654|20150417|1507|5TH AVENUE|215|TOMS RIVER|401180|101|C|2|N|878|10|R F SIMON INC
NHW|203364|46665|20150415|1530|SHIRLEY|7|MANAHAWKIN|280000|101|C|1|N|147.31|459|FRANK MONTGOMERY BUILDER LLC
NHW|203173|46688|20150301|1507|WEST KINGFISHER WAY|123|TOMS RIVER|126625|101|C|1|N|1109.02|23|KMR CARPENTRY
NHW|203174|46688|20150301|1507|WEST TARPON WAY|120|TOMS RIVER|118750|101|C|1|N|1109.02|22|KMR CARPENTRY
NHW|203160|46691|20150401|703|PASSAIC AVENUE|242|W. CALDWELL|630000|101|C|2|N|2802|14.3|DIMATTEO BUILDERS LLC
NHW|203387|46700|20150508|508|WEST AVENUE UNIT-A|353|OCEAN CITY|312500|103|C|2|C|308|3|RJGVB LLC
NHW|203388|46700|20150508|508|WEST AVENUE UNIT-B|355|OCEAN CITY|335000|103|C|2|C|308|3|RJGVB LLC
NHW|203190|46711|20150130|333|CHURCH STREET|22|VINCENTOWN|125000|101|C|2|N|1007|2|CANNAVO BUILDING LLC
NHW|203023|46759|20150227|111|EAST GREAT CREEK ROAD|420|GALLOWAY|289000|101|C|2|N|1166.02|7.10|MIKES PRESTIGE TILE LLC
NHW|203369|46763|20150515|111|HERSCHEL STREET|318|GALLOWAY|279500|101|C|2|N|473|17.01|CIRRINCIONE BUILDERS INC
NHW|203275|46857|20150327|101|MECHANIC STREET UNIT-202|1|ABSECON|115000|105|C|4|C|161|1|ONE MECHANIC STREET LLC
NHW|203336|46857|20150501|101|MECHANIC STREET UNIT-108|1|ABSECON|125000|105|C|4|C|161|1|ONE MECHANIC STREET LLC
NHW|203393|46857|20150424|101|WEST CHURCH STREET|115|ABSECON|215000|102|M|2|C|161|1|ONE MECHANIC STREET LLC
NHW|203416|46857|20150424|101|MECHANIC STREET UNIT-103|1|ABSECON|112000|105|C|4|C|161|1|ONE MECHANIC STREET LLC
NHW|203337|46857|20150409|101|MECHANIC STREET UNIT-402|1|ABSECON|159500|105|C|4|C|161|1|ONE MECHANIC STREET LLC
NHW|203449|46857|20150430|101|MECHANIC STREET UNIT-406|1|ABSECON|137500|105|C|4|C|161|1|ONE MECHANIC STREET LLC
NHW|203206|46857|20150320|101|MECHANIC STREET UNIT-306|1|ABSECON|132500|105|C|4|C|161|1|ONE MECHANIC STREET LLC
NHW|203448|46857|20150430|101|MECHANIC STREET UNIT-407|1|ABSECON|176500|105|C|4|C|161|1|ONE MECHANIC STREET LLC
NHW|203000|46859|20150212|1343|BEACH STREET|12|SEA BRIGHT|152831|101|C|2|N|10|28|THE ST BERNARD PROJECT CORP
NHW|203218|46862|20150401|119|OAKLAND AVENUE|329|PLEASANTVILLE|159375|101|C|1|N|68|130|MMJ CONSTRUCTION LLC
NHW|203108|46874|20150301|2003|CRANFORD AVENUE|239|CRANFORD|824000|101|C|2|N|285|25|CRANFORD AVENUE LLC
NHW|203384|46879|20150430|1333|JESSICA PLACE|13|MONMOUTH BEACH|420031|101|C|2|N|58|5|PREMIER BUILDERS & REMODELING INC
NHW|202981|46882|20150215|1530|PATRICK DRIVE|44|MANAHAWKIN|237165|101|C|2|H|147.39|211|DEON DESIGN LTD
NHW|203268|46900|20150331|1512|HOYT STREET|1035|LACEY|389900|101|C|2|N|1589|1.01|DARIO ARCHITECTURE & DESIGN LLC
NHW|203152|46932|20150330|510|1ST AVENUE|9310|STONE HARBOR|3725000|101|C|2|N|93.01|19.02-26.|FRANKLIN STREET ENTERPRISES LTD
NHW|203037|46953|20150126|1507|CANAL LANE|215|OCEAN BEACH|253687|101|C|1|N|1104.02|4 & 5|CKA DESIGN & CONSTRUCTION LLC
NHW|203370|46996|20150501|1507|MARIA DRIVE|358|TOMS RIVER|422812|101|C|2|N|297.06|71|RTN BUILDING CONTRACTORS LLC
NHW|203134|46999|20150330|1505|BUTLER BOULEVARD|252|BAYVILLE|358287|101|C|2|N|1547|104|MUZIO CONSTRUCTION LLC
NHW|203450|47018|20150515|116|NORTH COOLIDGE AVENUE|11|MARGATE CITY|190921|101|C|2|C|231|307|MIKE RICHMOND BUILDERS LLC
NHW|203242|47027|20150415|1530|TUCK LANE|15|MANAHAWKIN|427500|101|C|3|N|147.07||ROJOS CONSTRUCTION LLC
NHW|203138|47050|20150330|1350|PROSPECT AVENUE|811|UNION BEACH|243750|101|C|2|N|223|12|HABITAT FOR HUMANITY IN MONMOUTH COUNTY
NHW|203400|47146|20150427|508|ATLANTIC AVENUE|302|OCEAN CITY|345000|103|C|1|C|304|20|DLM LLC
NHW|203399|47146|20150427|508|ATLANTIC AVENUE|300|OCEAN CITY|320000|103|C|1|C|304|20|DLM LLC
NHW|203333|47205|20150410|906|MONMOUTH STREET UNIT-2|471|JERSEY CITY|795000|105|C|4|C|9908|31|471 MONMOUTH ST LLC
NHW|203334|47205|20150410|906|MONMOUTH STREET UNIT-1|471|JERSEY CITY|808000|105|C|4|C|9908|31|471 MONMOUTH ST LLC
NHW|203054|47205|20150220|906|MONMOUTH STREET UNIT-5|471|JERSEY CITY|626000|105|C|4|C|9908|31|471 MONMOUTH ST LLC
NHW|203053|47205|20150220|906|MONMOUTH STREET UNIT-4|471|JERSEY CITY|799000|105|C|4|C|9908|31|471 MONMOUTH ST LLC
NHW|203299|47205|20150401|906|MONMOUTH STREET UNIT-6|471|JERSEY CITY|585000|105|C|4|C|9908|31|471 MONMOUTH ST LLC
NHW|203140|47285|20150331|905|MONROE STREET UNIT-1|123|HOBOKEN|800000|104|C|4|C|28|12|VASUMATI MODY
NHW|203141|47285|20150331|905|MONROE STREET UNIT-2|123|HOBOKEN|830000|104|C|4|C|28|12|VASUMATI MODY
NHW|203166|47348|20150228|1604|AGNES TERRACE|17B|HAWTHORNE|375000|102|C|3|C|00024|00013 000|NORMA TERRACE ESTATES LLC
NHW|203167|47348|20150228|1604|AGNES TERRACE|17A|HAWTHORNE|380000|102|C|3|C|00024|00013 03A|NORMA TERRACE ESTATES LLC
NHW|203158|47412|20150313|214|HIGHLAND AVENUE|30|EMERSON|790000|101|C|2|N|219|23.01|HOUDA KESILYAS
NHW|203181|47420|20150306|251|FARVIEW STREET|440|RIDGEWOOD|1262750|101|C|2|N|1702|22.01|MAHWAH DEVELOPMENT LLC
