BUILDER_REGNO|COMPANY_NAME|STREET_1|STREET_2|CITY|STATE|ZIP|BUILDER_STATUS|RENEWAL_DATE|PLAN
02072|JOHN E BRAMHALL BLDG CONTRACTOR|9 ARDEN ROAD||DENVILLE|NJ|07834|E|20110731|*
02073|ROBERT A LASSACK ASSOC INC|PO BOX 37 MAIN ST||PITTSTOWN|NJ|08867|E|19850731|H
02074|C H T CONSTRUCTION INC|111 KINDERKAMACK ROAD||RIVER EDGE|NJ|07661|E|19870731|R
02075|ORLANDO N TOBIA|MARY B TOBIA|65 COLGATE ST|CLOSTER|NJ|07624|E|19870731|H
02076|WESTFIELD BUILDERS|302 FISHING CREEK RD||COLD SPRING|NJ|08204|E|19830731|*
02077|MARVIN J SCHNEIDER FOR NIVRAM HOMES INC|12 CHERRY HILL RD||HOLMDEL|NJ|07733|E|19810731|*
02078|BEAVERWYCK CORP|920 CLARIDGE DRIVE||SPRING LAKE|NJ|07762|E|19810731|H
02079|GALE BUILDERS INC|59-63 MINE BROOK ROAD||BERNARDSVILLE|NJ|07924|E|19910731|
02080|HAROLD CARLSON|138 W BENNETT AV||WILDWOOD|NJ|08260|E|19810731|*
02081|MID LEN CONSTRUCTION CO INC|38 SOUTH ST||RED BANK|NJ|07701|E|19810731|*
02082|JAMES H LYNCH|JOS J QUINN|38 SOUTH ST|RED BANK|NJ|07701|E|19810731|*
02083|NATURAL STRUCTURES INC|8 JACOB ARNOLD RD||MORRISTOWN|NJ|07960|E|19910731|*
02084|KENNETH C BEERS BUILDER INC|296 RIDGE ROAD||PHILLIPSBURG|NJ|08865|E|19950731|*
02085|MATTEO BUILDERS INC|1405 CHEWS LANDING RD||LAUREL SPRINGS|NJ|08021|E|19830731|*
02086|PETER R WHITNEY BUILDERS|GOOSE ISLAND RD||RARITAN TWP|NJ|08867|E|19810731|*
02087|HEATHER HOMES|LAKE DRIVE||BYRAM TWP|NJ|07874|R|19810731|*
02088|KRISTY GLEN INC|21 W PARKWAY PLACE||HOLMDEL|NJ|07733|E|19931130|*
02089|THOMAS J AMENDOLA JR|36 MORRIS AVE||EDISON|NJ|08837|E|19970731|*
02090|B & I CONSTRUCTION INC|1117 BEACH AV||BEACHWOOD|NJ|08722|E|19810731|H
02091|B YOUNG CONSTRUCTION LTD|MEDFORD LUMBERTON RD||MEDFORD|NJ|08055|E|19810731|*
02092|PETEPO HOMES|80 SWARTZEL DRIVE||MIDDLETOWN|NJ|07748|E|19920430|*
02093|TRIANGLE BUILDERS|346 A SIMPSON AVENUE||OCEAN CITY|NJ|08226|E|20050430|*
02094|JAMES T POLETIS|T/A POLETIS BLDG CO|352 MAIN ST  (PO BOX 96)|MIDDLETOWN TWP|NJ|07748|E|19990731|*
02095|GLOBAL DEVELOPMENT CORP|115 SPRUCE ST|PO BOX 181|S PLAINFIELD|NJ|07080|E|19810731|H
02096|WILLIAM E FOSTER INC|132 WILLOW GROVE RD||INDIAN MILLS|NJ|08088|E|19930731|*
02097|GAILUMS CONST CO INC|RD 3 UNION ST|STANHOPE  NJ|BUDD LAKE|NJ|07828|E|19860331|*
02098|NICHOLAS CHABRA|215 S MAIN ST||MANVILLE|NJ|08835|E|19870731|*
02099|SIRRAH LTD INC|222 PARK AV||SCOTCH PLAINS|NJ|07076|E|19810731|*
02100|SEA GULL LTD BUILDERS|20 WHITE RD||SHREWSBURY|NJ|07701|E|19850731|H
02101|GERARD TRAINA|74 PINE HILL ROAD||STOCKTON|NJ|08559|E|20000531|*
02102|ASPEN HOMES INC|UNION BRICK RD||BLAIRSTOWN|NJ|07825|E|19810731|*
02103|BERGEN EASTERN CORP|25 HENRY PL||HACKENSACK|NJ|07601|E|19810731|H
02104|CUSHING HEIGHTS INC|500 BRICK BD|BRICKTOWN  NJ|S PLAINFIELD|NJ|07080|E|19850731|B
02105|WINDING RIVER INC|PO BOX 1549||BRICKTOWN|NJ|08723|E|19870731|R
02106|D & R INC|1185 KINGWOOD AV||HASKELL|NJ|07420|S|19830731|*
02107|BRICKTOWN VILLAGE INC|816 DEAL ROAD||OCEAN|NJ|07712|E|20010731|R
02108|AV CON BLDRS INC|896 FISCHER BD||TOMS RIVER|NJ|08753|E|19810731|H
02109|THE JOHN BRUIN CONST CO|224 WILSON AVE||LINWOOD|NJ|08221|E|19990331|*
02110|BLOIS & IZENBERG|17 MADISON ST||LINCOLN PARK|NJ|07085|E|19810731|*
02111|HURLEY & SCHUCK INC|27 COLBY AV||MANASQUAN|NJ|08736|E|19850731|*
02112|P C S BUILDERS INC|183 LINDEN AV||HIGHLAND|NJ|07732|E|19810731|*
02113|FRED SPADAFORA JR|DE WITT DRIVE HILL RD||LEBANON|NJ|07830|E|19810731|*
02114|JAY KAY BUILDERS INC|2 TULIP LN||MORRISTOWN|NJ|07960|R|19870731|H
02115|M E SHER BUILDING CORP|9-10 SADDLE RIVER ROAD||FAIR LAWN|NJ|07410|E|19890731|H
02116|CARCON CONST|401 LENNOX AV|VOORHEES  NJ|BRIDGEWATER|NJ|08807|E|19830731|*
02117|QUALITY BLDRS INC|896 FISCHER BD||TOMS RIVER|NJ|08753|E|19810731|H
02118|EXACTA CONSTRUCTION CO|206 CENTRAL AV||JERSEY CITY|NJ|07307|E|19910331|*
02119|P & A BUILDERS & CONTRACTORS|896 FICHER BD||TOMS RIVER|NJ|07853|E|19810731|H
02120|MAR NIK CONSTRUCTION CO|896 FISCHER BD||TOMS RIVER|NJ|08753|E|19810731|H
02121|DI MAR CONSTRUCTION LLC|514 SLEEPY HOLLOW ROAD||TOMS RIVER|NJ|08753|E|20090731|*
02122|WASHINGTON BROS INC|101 BROADWAY||RUNNEMEDE|NJ|08078|E|19810731|*
02123|BURNHAM DEVELOPMENT CORP|60 BURNHAM RD||MORRIS PLAINS|NJ|07950|S|19830731|*
02124|JAMES J SALDUTTI BUILDER INC|135 SUNSET DRIVE||CHATHAM|NJ|07928|E|19980831|*
02125|DOYLE & SCHILKE BUILDERS|19 BELMONT RD||BELLE MEADE|NJ|08502|E|19810731|*
02126|MAROUSIS ENTERPRISES INC|1659 ROUTE 88||BRICKTOWN|NJ|08723|E|19950731|*
02127|BAKER & TUCCERI INC|733 BOUND BROOK RD||DUNELLEN|NJ|08812|E|19810731|*
02128|CHARTER CONSTRUCTION CORP|RD 2 PHILLIPS RD||MT HOLLY|NJ|08060|E|19810731|H
02129|REAL MAZEL INC|870 PARK AVENUE||ELIZABETH|NJ|07208|E|19830731|*
02130|ROBERT J CATENACI|19 MARSH WINDS|MOSS CREEK PLANTATION|HILTON HEAD ISLAND|SC|29928|E|19870731|*
02131|COLONIAL RIDGE CONST CO|9614 3RD AV||STONE HARBOR|NJ|08247|S|19830731|*
02132|COLONIAL WOODS AT RANDOLPH II INC|290 RT 22 PO BOX 410||GREEN BROOK|NJ|08812|E|19830731|*
02133|SOMERSET VALLEY INC|145 WEST END AV||SOMERVILLE|NJ|08876|E|19810731|H
02134|RAM CONSTRUCTION MANAGEMENT INC|200 FRANKLIN STREET|PO BOX 117|NORTH VALE|NJ|07647|E|20030731|*
02135|PINEHURST DEV CORP|HY 71 AT OLD SQUAN PLZ||MANASQUAN|NJ|08736|E|19810731|H
02136|S & S BUILDERS|9 NEW ST||S RIVER|NJ|08882|E|19810731|*
02137|BUTTONWOOD ACRES INC|710 TENNENT RD||MANALAPAN|NJ|07726|E|19970731|R
02138|LEESVILLE HEIGHTS INC|P O BOX||JACKSON|NJ|08527|E|19810731|H
02139|ANTHONY DI COCCO JR BUILDING CONTRACTOR*|73 B POOR FARM ROAD||PENNINGTON|NJ|08534||20160630|*
02140|FOXWOOD CUSTOM BUILDERS INC|BOX 338 W FARMS RD||HOWELL|NJ|07731|E|19810731|*
02141|CO & FR BUILDERS INC|1735 UNION AV||HAZLET|NJ|07730|E|19830731|*
02142|BLUE DAGGER CORP|965 SOMERSET ST||SOMERSET|NJ|08873|E|19810731|*
02143|RICHARD L CYR|RR #3 BOX 17L|POINT AIRY ROAD|WOODSTOWN|NJ|08098|E|19950731|*
02144|TITO MACCHIA|2898 DUNE DRIVE||AVALON|NJ|08202|E|19830731|*
02145|R L ENTERPRISES CORP|33 FRESH POND RD||E BRUNSWICK|NJ|08816|E|19810731|*
02146|AVALON DREDGING CO INC|2898 DUNE DRIVE||AVALON|NJ|08202|E|19850731|*
02147|WALTERS BROTHERS CONST|441 7TH ST||AVALON|NJ|08202|E|19830731|*
02148|A D S CORP|322 NEWARK AV||JERSEY CITY|NJ|07302|E|19810731|*
02149|MOLAMUSA CONST CO|8 HUBERT CT||N HALEDON|NJ|07508|E|19810731|*
02150|LAWRENCE BURKE|360 PARK AV||SCOTCH PLAINS|NJ|07076|E|19810731|H
02151|EYRCO INC|184 S LIVINGSTON AV PO BOX 628||LIVINGSTON|NJ|07039|E|19890731|H
02152|STEPHEN L STEWART JR|139 REEGER AV||TRENTON|NJ|08611|E|19870731|*
02153|EYTAN GOLD|1170 DEBRA DRIVE||LINDEN|NJ|07036|E|19810731|H
02154|GARY PEREZLUHA BUILDING CONTRACTOR|557 S BROAD ST||ELIZABETH|NJ|07202|E|19810731|*
02155|RAMPART BUILDERS|54 N FRANKLIN TPK||RAMSEY|NJ|07446|E|20030731|*
02156|JERSEY SHORE CORP|1200 RIVER RD||LAKEWOOD|NJ|08701|E|19830731|*
02157|VINCENT & CHARLES LUPPINO BUILDERS|1590 ANDERSON AV||FORT LEE|NJ|07601|E|19810731|*
02158|JOSEPH J DAVID CONSTRUCTION CORP|2183 VAUXHALL RD||UNION|NJ|07083|E|19810731|H
02159|BRIARWOOD DEV CORP|505 LINDEN AV||TEANECK|NJ|07666|E|19830731|H
02160|ANGELO BUONTEMPO|326 SUDBURY RD||PT PLEASANT|NJ|08742|E|20080331|*
02161|MEDITTERRANEAN HOMES INC|425 RT 10||RANDOLPH|NJ|07869|S|19810731|*
02162|A J CARBONE CORP|BOX 395 F BREAKNECK RD||MULLICA HILL|NJ|08062|E|19850731|*
02163|J F BUILDERS INC|4601 LANDIS AVENUE  C-2||SEA ISLE CITY|NJ|08243||20160228|P
02164|RALLY ENTERPRISES INC|23 N PROVIDENCE||ATLANTIC CITY|NJ|08401|E|19830731|H
02165|EDWARD EVANCHYK|505 E 4TH AV||N WILDWOOD|NJ|08260|E|19850731|*
02166|PRATT HILL DEVELOPMENT CORP|7700 LONG BEACH BD||HARVEY CEDARS|NJ|08008|E|19810731|*
02167|JOES CONSTRUCTION CO INC|7 OLD JACKSONVILLE RD||TOWACO|NJ|07082|E|19850731|*
02168|DOUGHERTY & JOHNSON BUILDERS|710 WEST AVENUE||OCEAN CITY|NJ|08226|E|20060531|
02169|ATWOOD CONSTRUCTION CO INC|1817 W 7TH ST||PISCATAWAY|NJ|08854|E|19830731|*
02170|TRIPLE J BUILDERS INC|12 GINGER ROAD||ALLENTOWN|NJ|08501|E|19910731|*
02171|LAGO CONSTRUCTION-SCANGA BROTHERS|321 VALLEY AVENUE||HAMMONTON|NJ|08037||20150731|*
02172|VAN SCHOICK BUILDERS INC|204 CURTIS AV  *||PT PLEASANT BEACH|NJ|08742|E|20051130|*
02173|LOUIS PATRICELLU BUILDER|RD 1 BOX 58D||PENNINGTON|NJ|08534|E|19810731|H
02174|B B C ASSOCIATES|8 EMMANS AV||NEWTON|NJ|07860|E|19810731|*
02175|WEST HIBERNIA DEVELOPMENT CORP|67 GREEN AV||MADISON|NJ|07940|E|19810731|*
02176|MICHEAL J SCHEUERMAN GEN CONTRACTORS|6013 OCEAN BD||BRANT BEACH|NJ|08008|E|19830731|*
02177|ANDREW MC LEAN|FURNACE RD & RT 206||CHESTER TWP|NJ|07930|E|19810731|*
02178|CITRO BUILDERS INC|PO BOX 186||OAKHURST|NJ|07755|E|19890630|*
02179|LEONARD A PHILIP|RD 1 BOX 274||BRANCHVILLE|NJ|07826|E|19870731|*
02180|BRUCE KARR|FAIRVIEW AV||S AMBOY|NJ|08879|E|19850731|*
02181|J V S ENTERPRISES INC|243 STONETOWN ROAD||RINGWOOD|NJ|07456|E|20070731|*
02182|GARY ZAITZ|700 SUMMIT RD||UNION|NJ|07083|E|19870131|*
02183|GRASSY ACRES INC|120 CEDAR ST||E HANOVER|NJ|07936|E|19850731|*
02184|WILLIAM R NEUGENT|APT 392B BARTON RUN||MARLTON|NJ|08053|E|19830731|*
02185|DOMINIC CARDARELLA|63 KLINGER ROAD||EAST HANOVER|NJ|07936|E|19990131|*
02186|GREENE DEVELOPMENT CORP|PO BOX 4060||PRINCETON|NJ|08540|E|19860425|*
02187|FRANK V SPARTA JR|RD 2 BOX 804||SUSSEX|NJ|07461|E|19810731|*
02188|SUNBURY INC|200 CENTRAL AVENUE||MOUNTAINSIDE|NJ|07092|E|20070731|*
02189|OMEGA CUSTOM HOMES|625 RESERVOIR DRIVE||FRANKLIN LAKES|NJ|07417|E|19810731|H
02190|OMEGA HOMES INC|52 AGAWAM DR||WAYNE|NJ|07470|E|19870731|H
02191|OMEGA ASSOCIATES INC|625 RESERVOIR DRIVE||FRANKLIN LAKES|NJ|07417|E|19830731|*
02192|PELMONT BLDRS INC|ATTN JOSEPH P AMATO|15 RUBY CT|PISCATAWAY|NJ|08854|R|19910731|*
02193|DE MATTEO BUILDERS INC|43 SUNLIT DRIVE||WATCHUNG|NJ|07060|E|20050731|*
02194|DENWOOD HOMES INC|4 LEEDS AV||PINE BROOK|NJ|07058|E|19810731|*
02195|DILYN CORPORATION|427A REDDING LAND||JAMESBURG|NJ|08831|E|20050731|*
02196|T & M ASSOCIATES|BRISTOL INC GEN CONT|BRIDGEWATER LN|LINCOLN PARK|NJ|07035|E|19810731|*
02197|ROBERT WEISS|63 CENTRAL AV||MANASQUAN|NJ|08736|E|19810731|*
02198|JULRON CONST CO|PO BOX 6087||SOMERSET|NJ|08875|E|19950731|
02199|VICTOR LOBOZZO|308 SHERWOOD RD||UNION|NJ|07083|E|19850731|*
02200|RUDOLPH F RINDERER JR|P O BOX 324||PINE BEACH|NJ|08741||20150731|*
02201|JOSEPH D DIACO|724 HOMESTEAD RD||HAVERTOWN|PA|19083|E|19810731|H
02202|BRUCE S FORBES|CENTURY HOMES INC|700 MONMOUTH RD|WRIGHTSTOWN|NJ|08562|E|20010731|R
02203|BLASCO & SONS INC|959 EAST VETERANS HIGHWAY||JACKSON|NJ|08527|E|19950831|*
02204|VINCENT CASINELLI|242 ORCHARD ST||ELIZABETH|NJ|07208|E|19810731|*
02205|ABBEY HOMES INC|8 WESTWIND CT||U SADDLE RIVER|NJ|07458|E|19850731|H
02206|MONTICELLO HOMES|44 RIPPLING BROOK DRIVE||SHORT HILLS|NJ|07078|S|19830731|*
02207|CASTLE CUSTOM BUILDERS INC|BOX 142|OAK GROVE RD|SWEDESBORO|NJ|08085|E|19860331|*
02208|RICHARD ZARRILLI|13 TILTON ROAD||BRICK|NJ|08723||20150131|*
02209|P & L CONSTRUCTION|FRANK N POST JR & ESCO C LONG|1781 VALLEY RD|MILLINGTON|NJ|07946|E|19830731|*
02210|BLACK OAK RIDGE ESTATES INC|50 ROUTE 46 SUITE 100||PARSIPPANY|NJ|07054|E|19940430|R
02211|EXCEL ENTITIES|62 LILLIE ST||PRINCETON JCT|NJ|08550|E|19810731|H
02212|LYNNFIELD CONSTRUCTION CO|1640 VAUXHALL RD||UNION|NJ|07083|E|19810731|H
02213|JONAB CONST INC|BOX 809||W MILFORD|NJ|07480|E|19890731|*
02214|SOLOMON S WALKER|23 LINCOLN PY||BAYONNE|NJ|07002|E|19810731|*
02215|THE HOUSE DOCTOR BLDG & REMODELING INC|17 WARREN AV||VOORHEES TWP|NJ|08043|E|19870731|*
02216|BRICK BUILDERS|733 SYCAMORE DRIVE||BRICKTOWN|NJ|08723|E|19830731|*
02217|FRANK J EDDINS|60 LEWIS LN||BRICKTOWN|NJ|08723|E|19810731|*
02218|PIEDMONT FARMS INC|2000 MORRIS AVENUE||UNION|NJ|07083|E|19910731|H
02219|CANELLA BUILDERS|9 MONTGOMERY PL||BELLEVILLE|NJ|07109|E|19890731|H
02220|FRANK A SEDER JR|STEVE N SEDER|1052 LEXINGTON RD|DEPTFORD|NJ|08096|E|19830731|*
02221|WEST GATE HOME BUILDERS INC*|695 HANDWERG DR||RIVER VALE|NJ|07675|E|19970430|*
02222|TWIN BORO HOMES|BOX 603||WOODCLIFF LAKE|NJ|07675|E|19830731|H
02223|WALDON HOMES INC|68 SUMMIT AV||MONTVALE|NJ|07645|E|19810731|H
02224|W BUILDERS|160 LITTLETON RD||PARSIPPANY|NJ|07054|E|19810731|H
02225|W E READ & SON|FOUNDRY RD PO BOX 126||HOPE|NJ|07844|E|19870731|*
02226|BLACK BROTHERS CONSTRUCTION CO INC|328 SHORE DRIVE||HIGHLANDS|NJ|07732|E|19930731|*
02227|ROCHE CONSTRUCTION INC|1252 LONG HILL RD||STIRLING|NJ|07980|E|19810731|H
02228|G B S ENTERPRISES|P O BOX 218||ATCO|NJ|08004|E|19910731|*
02229|VICTOR L WRAMAGE|1767 BELMAR BLVD||WALL TWP|NJ|07719|E|19950731|*
02230|GALLO BUILDERS|707 RIFLE CAMP ROAD||W PATERSON|NJ|07424|E|19910731|*
02231|MONAR DEV CORP|758 JERSEY AV||ELIZABETH|NJ|07202|S|19810731|H
02232|CULOTTA|2 CASEY AV||HANOVER|NJ|07936|E|19850731|*
02233|G N H CONSTRUCTION & DEV CORP|PO BOX 112||HADDON HEIGHTS|NJ|08035|E|19850731|*
02234|JOHN T TILTON|294 N 1ST ST||SURF CITY|NJ|08008|E|19810731|*
02235|ROSE ASSOCIATES|1235 MORRIS AV||UNION|NJ|07083|S|19810731|*
02236|G G G REALTY CORP|1235 MORRIS AV||UNION|NJ|07083|E|19810731|H
02237|JAC LEN REALTY CORP|1235 MORRIS AV||UNION|NJ|07083|E|19810731|H
02238|TOTOWA CONSTRUCTION INC|11 FURLER ST||TOTOWA|NJ|07512|R|19810731|H
02239|MANZ BUILDERS INC|54 STEWART AV||DELRAN|NJ|08075|E|19830731|*
02240|RAMPO RIDGE-MCBRIDE|808 HIGH MOUNTAIN RD||FRANKLIN LAKES|NJ|07417|E|19810731|H
02241|ORCHARD FARMS INC|808 HIGH MOUNTAIN RD||FRANKLIN LAKES|NJ|07417|E|19810731|*
02242|MONTEMARANO & PELLOSIE CO INC|100 HAMILTON PLZ||PATERSON|NJ|07505|E|19810731|*
02243|D & S BUILDERS|108 MAIN AV||ELMWOOD PARK|NJ|07407|E|19830731|H
02244|MAEHR CONTRACTING CO INC|86 DAVIDSON ROAD||PISCATAWAY|NJ|08854|E|20110731|*
02245|N J QUALITY HOMES INC|RONALD G SCHECTER|85 GORDONHURST AV|UPPER MONTCLAIR|NJ|07043|E|19810731|*
02246|BROOK HOLLOW INC|180 10TH ST||PISCATAWAY|NJ|08854|E|19810731|*
02247|PALIN CONST INC|215 ROCK AV||GREEN BROOK|NJ|08812|E|19810731|*
02248|PRESCOTT CONSTRUCTION|19 N BRIDGE ST||SOMERVILLE|NJ|08876|E|19930731|*
02249|TREMBLAY BUILDERS INC|722 WYCKOFF AVENUE||MAHWAH|NJ|07430|E|20090731|A
02250|HIGLO CORP|C/O R A HUNT|CANFIELD RD|CONVENT STATION|NJ|07961|E|19810731|H
02251|D J DYRNESS INC|307 EYLAND AVE||SUCCASUNNA|NJ|07876|E|19910731|*
02252|ALTAIR CONSTRUCTION CO|1A WINDYBUSH WY||TRENTON|NJ|08628|E|19810731|H
02253|DURA HOMES INC|206 CENTRAL AV||JERSEY CITY|NJ|07307|E|19890731|
02254|NORTHFIELD BUILDING CORP|32 COLLAMORE TER||W ORANGE|NJ|07052|E|19830731|*
02255|KANE & BOYER BUILDERS INC|A N J CORP|1250 CORNELL RD|BRIDGEWATER|NJ|08807|E|19830731|*
02256|DAVID C SALMOND|RD 3 BOX 422E||NEWTON|NJ|07860|E|19810731|*
02257|MORTON SALKIND|801 HARMON COVE TOWERS||SECAUCUS|NJ|07094|E|19931031|*
02258|SOUTH COAST LAND & DEV|703 N SURREY AV||VENTNOR|NJ|08406|E|19810731|*
02259|BRODESSER BROTHERS INC|462 SEASHORE RD||CAPE MAY|NJ|07204|E|19830731|H
02260|JULIA SEMANIK TRUSTEE|KAREN MARY MUTH & DEBORAH LYNN|      LONG BEACH BD|DUNES|NJ|08008|E|19810731|*
02261|CAPE MAY GREENE INC|703 N SURREY AVE||VENTNOR|NJ|08046|E|19810731|*
02262|BRIGANTINE MARINE CONST INC|810 LAFAYETTE BD||BRIGANTINE|NJ|08203|E|19810731|H
02263|PREFERRED HOUSING CORP|PO BOX 253||MEDFORD|NJ|08055|E|19810731|H
02264|JACK MC ENTEE BUILDERS INC|181 BALENTINE DRIVE||NORTH HALEDON|NJ|07508|E|19930731|
02265|DENNIS EARL HECKMAN|PO BOX 274||SHILOH|NJ|08353|E|20050930|*
02266|RYAN CONSTRUCTION|341 MAIN STREET|P O BOX 511|SOUTH SEAVILLE|NJ|08246|E|20090131|*
02267|JOSEPH G POPPER & SONS|7201 NEW JERSEY AV||WILDWOOD CREST|NJ|08260|E|19850731|H
02268|MACLEOD CORP|8 PETERSON CT||CLIFTON|NJ|07013|E|19850731|H
02269|PATRICK CULOTTA|126 MC KINLEY AV||E HANOVER|NJ|07936|E|19850731|*
02270|WINDMILL ESTATES INC|108 HILLCREST AV||HAWTHORNE|NJ|07506|E|19830731|*
02271|THOMAS A HUGHES BUILDERS INC|3065 N EAST AV||VINELAND|NJ|08360|E|19990731|*
02272|HARBOR CUSTOM HOMES INC|28 WILLIAM PENN CIRCLE||MEDFORD|NJ|08055||20150131|*
02273|PROGRESSIVE BLDRS INC|16 WHITE PINE DRIVE||MEDFORD|NJ|08055|E|19830731|H
02274|TARA BUILDERS INC|329 BELMONT AVENUE||HALEDON|NJ|07508|E|20010731|*
02275|COVE HARBOR|794 BROAD ST||SHREWSBURY|NJ|07701|E|19810731|*
02276|JUL CONSTRUCTION CO INC|210 WHITEMAN ST||FORT LEE|NJ|07024|E|19870731|*
02277|MASTERCRAFT CUSTOM HOMES INC|3 CATHY PL||SUCCASUNNA|NJ|07876|E|19830731|*
02278|WILLIAM G SCHAFFER|32 SUNSET BD|HI BAR HARBOR|LONG BEACH TWP|NJ|08008|E|19810731|*
02279|PANDIS ENTERPRISES INC|256 S LIVINGSTON AV||LIVINGSTON|NJ|07039|E|19810731|*
02280|WILLIAM H BARKHORN|130 PEACHCROFT DRIVE||BERNARDSVILLE|NJ|07924|E|19870731|*
02281|CEDAR RIDGE HOMES INC|1200 RT 46||PARSIPPANY|NJ|07054|E|19810731|H
02282|RUDOLPH F RINDEER SR|1014 PROSPECT AV||PINE BEACH|NJ|08741|E|19810731|*
02283|231 CORP|1200 RT 46||PARSIPPANY|NJ|07054|E|19810731|H
02284|D L S CONSTRUCTON|DONALD L SMITH|7 MADISON ST|NEWTON|NJ|07860|E|19810731|*
02285|MR JOHN SPADONI|2300 S UNION RD||VINELAND|NJ|08360|E|19810731|*
02286|RUDOLPH L ELIA INC|8606 PACIFIC AV||WILDWOOD CREST|NJ|08260|E|19830731|*
02287|C WILLIAM MEYER|209 COMLY RD APT 32G||LINCOLN PARK|NJ|07035|E|19830731|*
02288|MESA CONTRACTING INC|GARY GALLIKER|ROBBINS RD|CLARKSBURG|NJ|08510|E|19810731|*
02289|LOUIS M CSAKI|569 RAHWAY AV||WOODBRIDGE|NJ|07095|E|19890731|*
02290|CARRINGTON CORP|1 LITTLE CIR||LAWRENCEVILLE|NJ|08648|E|19810731|*
02291|BURTON R PYNE BUILDER*|1692 CHESTNUT RIDGE ROAD||UPPER BLACK EDDY|PA|18972|E|20110731|*
02292|THOMAS P BOBOWSKI|2408 OAK ST||PT PLEASANT BORO|NJ|08742|E|19871031|*
02293|VINCENT J RUSSO BUILDERS INC|180 AVENUE AT THE COMMON||SHREWSBURY|NJ|07702|E|20011231|
02294|MEA DESIGNERS & BUILDERS CORP|401 WASHINGTON BD||SEA GIRT|NJ|08750|E|19870331|*
02295|A G MILLER REALTY CORP|GARY MILLER|371 JAQUES AV|RAHWAY|NJ|07065|E|19810731|H
02296|R & R CONSTRUCTION CO|ROBERT P ROTHERY|5 SEAMOUNT DRIVE|WHIPPANY|NJ|07981|E|19810731|*
02297|A J DOYLE INC|103 HUNTER AVE||FANWOOD|NJ|07023||20160731|*
02298|PILZ CONSTRUCTION CO INC|PO BOX 156||GLENWOOD|NJ|07418|E|19890731|*
02299|MONTEPORO CONSTRUCTION CO INC|87 PRESTON ST||BELLEVILLE|NJ|07109|E|19830731|H
02300|BARCELONA BUILDERS INC|73 MILLSTONE RD||CRANBURY|NJ|08512|E|19890630|H
02301|KLOPMAN FABER BUILDERS|758 WYCKOFF AV||WYCKOFF|NJ|07481|E|19810731|*
02302|L J C INC|SUITE 14A 43 W FRONT ST||RED BANK|NJ| |E|19850731|H
02303|DOMENIC TURSI|IRICK RD||MT HOLLY|NJ|08060|E|19810731|*
02304|HILL CONSTRUCTION CO INC|794 BROAD ST||SHREWSBURY|NJ|07701|S|19810731|*
02305|JURBOW INC|PLEASANTVILLE RD PO BX 387||NEW VERNON|NJ|07976|E|19850731|*
02306|SKYLINE DEVELOPERS|416 63RD ST||W NEW YORK|NJ|07093|E|19830731|*
02307|RAY LEWIS INC|83 GLENSIDE TRAIL||SPARTA|NJ|07871|E|19810731|*
02308|ENVIRONMENTAL DEVELOPERS INC|30 GALESI DR||WAYNE|NJ|07470|E|19880831|H
02309|DANIEL MANCUSO|727 BURNT TAVERN ROAD||POINT PLEASANT|NJ|08742|E|19870731|*
02310|TABERNACLE INC|PO BOX 253||MEDFORD|NJ|08055|E|19850731|H
02311|ROCCO MARTIRANA INC|495 CHESTNUT ST||KEARNY|NJ|07032|E|19810731|*
02312|RISSO BUILDING CO INC|3840 BRIGANTINE BD||BRIGANTINE|NJ|08203|E|19830731|*
02313|CENTRAL INVESTMENT ENTERPRISES INC|782 US HY 9||BAYVILLE|NJ|08721|E|19810731|H
02314|HERBERT F MIDELTON|4 S THURLOW AV||MARGATE|NJ|08402|E|19830731|H
02315|CARUSO/CAMPANA/DECICCO|37 S ARLINGTON AV||BERLIN|NJ|08009|E|19810731|*
02316|JIM MAFFIA BUILDERS*|1202 MARION AVENUE||OCEAN|NJ|07712||20150731|*
02317|MARTY RECHNER|21 PRINCETON AV||BERKLEY HTS|NJ|07922|E|19810731|*
02318|HERMAN ELLIS|289 WEST POINT AVENUE||SOMERSET|NJ|08873|E|19910731|*
02319|OFFSHORE CONSTRUCTION CORP|17B CRESTMOUNT||SOMERS PT|NJ|08244|E|19810731|*
02320|RICHARD M DIGNARD|2135 MILLBROOK RD||SEA GIRT|NJ|08750|E|19830731|*
02321|RUSSELL V & PATRICIA F OAKES|167 MAIN ST||FLEMINGTON|NJ|08822|E|19810731|*
02322|A & R REALTY INC|211 N RIVERSIDE DRIVE||NEPTUNE|NJ|07753|S|19810731|*
02323|JOHN P MULVEY|374 LAKEVIEW AV||RINGWOOD|NJ|07456|E|19810731|*
02324|ROBERT JOHNSON BUILDER|109 STAGE COACH RD||CAPE MAY COURT HOUSE|NJ|08210|E|19951031|*
02325|CROSSLEY CONST CO INC|224 HOLMES ST|BOONTON NJ|MONTVILLE|NJ|07045|E|19900228|*
02326|FREDERICK C ATTALI|FLATBROOKVILE RD||WALLPACK|NJ|07881|E|19810731|*
02327|MCMULLAN BUILDERS|243 LOWER LAKE DR||FORKED RIVER|NJ|08731|E|19890731|H
02328|RED L CONSTRUCTION CO INC|45 SURREY DRIVE||WAYNE|NJ|07470|E|19810731|*
02329|GEORGE J NOVAK|338 NEW DOVER RD||COLONIA|NJ|07067|E|19870731|*
02330|JORDAN CONSTRUCTION|450 BROAD ST||CARLSTADT|NJ|07072|E|19870430|A
